"year","stock","fishery","age","preTerm catch","Term catch","preterm shakers","term shakers","preterm legal dropoffs","term legal dropoffs","preterm sublegal dropoffs","term sublegal dropoffs","preterm CNRlegal","term CNRlegal","preterm CNRlegal dropoffs","term CNRlegal dropoffs","preterm CNRsublegal","term CNRsublegal","preterm CNRsublegal dropoffs","term CNRsublegal dropoffs"
1998,36,4,4,1.5,0,0.08,0,0.02,0,0.01,0,0.21,0,0.02,0,0.31,0,0.02,0
1998,36,4,5,10.74,0,0.03,0,0.17,0,0,0,1.52,0,0.13,0,0.11,0,0.01,0
1998,36,7,2,0,0,13.16,0,0,0,0.96,0,0,0,0,0,0,0,0,0
1998,36,7,3,0,0,0.72,0,0,0,0.05,0,0,0,0,0,0,0,0,0
1998,36,7,4,69.19,0,0.08,0,1.11,0,0.01,0,0,0,0,0,0,0,0,0
1998,36,7,5,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,36,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,1,2,0,0,53.3,0,0,0,1.67,0,0,0,0,0,3.04,0,0.1,0
1998,37,1,3,2.14,0,18.53,0,0.02,0,0.58,0,0.05,0,0,0,1.06,0,0.03,0
1998,37,1,4,14.85,0,0.33,0,0.12,0,0.01,0,0.34,0,0.01,0,0.02,0,0,0
1998,37,1,5,1.88,0,0.02,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0
1998,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,4,2,0.69,0,1.19,0,0.01,0,0.09,0,0.1,0,0.01,0,4.56,0,0.33,0
1998,37,4,3,4.49,0,0.37,0,0.07,0,0.03,0,0.63,0,0.05,0,1.42,0,0.1,0
1998,37,4,4,1.48,0,0.03,0,0.02,0,0,0,0.21,0,0.02,0,0.1,0,0.01,0
1998,37,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,7,2,9.78,0,4.88,0,0.16,0,0.36,0,0,0,0,0,0,0,0,0
1998,37,7,3,273.12,0,0.38,0,4.37,0,0.03,0,0,0,0,0,0,0,0,0
1998,37,7,4,40.62,0,0.03,0,0.65,0,0,0,0,0,0,0,0,0,0,0
1998,37,7,5,9.05,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0
1998,37,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,37,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,1,2,0,0,383.95,0,0,0,12.05,0,0,0,0,0,21.87,0,0.69,0
1998,38,1,3,993.37,0,702.49,0,7.95,0,22.04,0,22.55,0,0.86,0,40.01,0,1.26,0
1998,38,1,4,2103.23,0,9.62,0,16.83,0,0.3,0,47.75,0,1.81,0,0.55,0,0.02,0
1998,38,1,5,2004.36,0,1.51,0,16.03,0,0.05,0,45.5,0,1.73,0,0.09,0,0,0
1998,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,4,2,0,0,8.59,0,0,0,0.62,0,0,0,0,0,32.83,0,2.39,0
1998,38,4,3,40.98,0,14.05,0,0.66,0,1.02,0,5.79,0,0.5,0,53.67,0,3.9,0
1998,38,4,4,35.05,0,0.76,0,0.56,0,0.06,0,4.96,0,0.43,0,2.9,0,0.21,0
1998,38,4,5,9.08,0,0.09,0,0.15,0,0.01,0,1.28,0,0.11,0,0.33,0,0.02,0
1998,38,7,2,0,0,35.17,0,0,0,2.56,0,0,0,0,0,0,0,0,0
1998,38,7,3,226.81,0,14.34,0,3.63,0,1.04,0,0,0,0,0,0,0,0,0
1998,38,7,4,76.58,0,0.75,0,1.23,0,0.05,0,0,0,0,0,0,0,0,0
1998,38,7,5,0,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0,0,0
1998,38,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,38,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,1,2,0,0,891.6,0,0,0,27.97,0,0,0,0,0,50.78,0,1.59,0
1998,39,1,3,1202.24,0,872.53,0,9.62,0,27.37,0,27.29,0,1.03,0,49.7,0,1.56,0
1998,39,1,4,7419.65,0,33.53,0,59.36,0,1.05,0,168.44,0,6.39,0,1.91,0,0.06,0
1998,39,1,5,6236.86,0,4.8,0,49.89,0,0.15,0,141.59,0,5.37,0,0.27,0,0.01,0
1998,39,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,4,2,0,0,19.95,0,0,0,1.45,0,0,0,0,0,76.24,0,5.54,0
1998,39,4,3,50.74,0,17.45,0,0.81,0,1.27,0,7.17,0,0.62,0,66.66,0,4.85,0
1998,39,4,4,33.68,0,2.65,0,0.54,0,0.19,0,4.76,0,0.41,0,10.13,0,0.74,0
1998,39,4,5,43.11,0,0.28,0,0.69,0,0.02,0,6.1,0,0.53,0,1.06,0,0.08,0
1998,39,7,2,34.76,0,81.68,0,0.56,0,5.94,0,0,0,0,0,0,0,0,0
1998,39,7,3,1528.49,0,17.81,0,24.46,0,1.3,0,0,0,0,0,0,0,0,0
1998,39,7,4,122.66,0,2.62,0,1.96,0,0.19,0,0,0,0,0,0,0,0,0
1998,39,7,5,316.22,0,0.47,0,5.06,0,0.03,0,0,0,0,0,0,0,0,0
1998,39,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,1,2,0,0,319.37,0,0,0,10.02,0,0,0,0,0,18.19,0,0.57,0
1998,40,1,3,251.2,0,575.15,0,2.01,0,18.04,0,5.7,0,0.22,0,32.76,0,1.03,0
1998,40,1,4,1939.1,0,15.43,0,15.51,0,0.48,0,44.02,0,1.67,0,0.88,0,0.03,0
1998,40,1,5,1288.01,0,1.14,0,10.3,0,0.04,0,29.24,0,1.11,0,0.06,0,0,0
1998,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,4,2,0,0,7.15,0,0,0,0.52,0,0,0,0,0,27.31,0,1.99,0
1998,40,4,3,0.26,0,11.5,0,0,0,0.84,0,0.04,0,0,0,43.94,0,3.2,0
1998,40,4,4,0,0,1.22,0,0,0,0.09,0,0,0,0,0,4.66,0,0.34,0
1998,40,4,5,0,0,0.07,0,0,0,0,0,0,0,0,0,0.25,0,0.02,0
1998,40,7,2,0,0,29.26,0,0,0,2.13,0,0,0,0,0,0,0,0,0
1998,40,7,3,6715.72,0,11.74,0,107.45,0,0.85,0,0,0,0,0,0,0,0,0
1998,40,7,4,3851.93,0,1.21,0,61.63,0,0.09,0,0,0,0,0,0,0,0,0
1998,40,7,5,915.67,0,0.11,0,14.65,0,0.01,0,0,0,0,0,0,0,0,0
1998,40,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,2,2,0,514.88,0,84.68,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,2,3,0,2038.16,0,105.92,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,2,4,0,3541.28,0,27.32,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,2,5,0,5077.62,0,14.38,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,41,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,1,2,4.82,0,342.64,0,0.04,0,10.75,0,0.54,0,0.02,0,110.86,0,3.48,0
1999,1,1,3,1345.27,0,199.31,0,10.76,0,6.25,0,150.9,0,5.72,0,64.49,0,2.02,0
1999,1,1,4,1466.33,0,3.83,0,11.73,0,0.12,0,164.48,0,6.24,0,1.24,0,0.04,0
1999,1,1,5,539.59,0,0.38,0,4.32,0,0.01,0,60.53,0,2.29,0,0.12,0,0,0
1999,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,4,2,0,0,5.88,0,0,0,0.43,0,0,0,0,0,0,0,0,0
1999,1,4,3,0,0,3.05,0,0,0,0.22,0,0,0,0,0,0,0,0,0
1999,1,4,4,0.4,0,0.23,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0
1999,1,4,5,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,1,2,0.5,0,108.79,0,0,0,3.41,0,0.06,0,0,0,35.2,0,1.1,0
1999,2,1,3,166.34,0,83.86,0,1.33,0,2.63,0,18.66,0,0.71,0,27.13,0,0.85,0
1999,2,1,4,677.71,0,1.22,0,5.42,0,0.04,0,76.02,0,2.88,0,0.4,0,0.01,0
1999,2,1,5,1496.84,0,0.3,0,11.97,0,0.01,0,167.91,0,6.37,0,0.1,0,0,0
1999,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,2,2,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,2,3,0,27.18,0,28.47,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,2,4,0,62.02,0,37.35,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,2,5,0,22.34,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,1,2,0,0,1580.69,0,0,0,49.59,0,0,0,0,0,511.41,0,16.04,0
1999,4,1,3,54.17,0,605.95,0,0.43,0,19.01,0,6.08,0,0.23,0,196.05,0,6.15,0
1999,4,1,4,896.45,0,13.67,0,7.17,0,0.43,0,100.56,0,3.81,0,4.42,0,0.14,0
1999,4,1,5,1204.94,0,1.36,0,9.64,0,0.04,0,135.16,0,5.12,0,0.44,0,0.01,0
1999,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,18,2,0,0,0,8.01,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,18,3,0,466.67,0,26.78,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,18,4,0,500.37,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,18,5,0,270.23,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,19,2,0,786.46,0,24.35,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,19,3,0,862.62,0,81.4,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,19,4,0,953.83,0,20.07,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,19,5,0,1157.7,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,1,2,38.56,0,1099.73,0,0.31,0,34.5,0,4.33,0,0.16,0,355.8,0,11.16,0
1999,5,1,3,2923.87,0,827.77,0,23.39,0,25.97,0,327.98,0,12.44,0,267.82,0,8.4,0
1999,5,1,4,3738.99,0,19.13,0,29.91,0,0.6,0,419.42,0,15.9,0,6.19,0,0.19,0
1999,5,1,5,2726.5,0,2.28,0,21.81,0,0.07,0,305.84,0,11.6,0,0.74,0,0.02,0
1999,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,1,2,0,0,166.25,0,0,0,5.22,0,0,0,0,0,53.79,0,1.69,0
1999,6,1,3,0,0,154.9,0,0,0,4.86,0,0,0,0,0,50.12,0,1.57,0
1999,6,1,4,347.97,0,4.22,0,2.78,0,0.13,0,39.03,0,1.48,0,1.36,0,0.04,0
1999,6,1,5,608.41,0,0.48,0,4.87,0,0.02,0,68.25,0,2.59,0,0.16,0,0,0
1999,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,4,2,0,0,2.85,0,0,0,0.21,0,0,0,0,0,0,0,0,0
1999,6,4,3,0,0,2.37,0,0,0,0.17,0,0,0,0,0,0,0,0,0
1999,6,4,4,29.89,0,0.26,0,0.48,0,0.02,0,0,0,0,0,0,0,0,0
1999,6,4,5,8.55,0,0.02,0,0.14,0,0,0,0,0,0,0,0,0,0,0
1999,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
